Geneid	HER21	HER22	HER23	NonTNBC1	NonTNBC2	NonTNBC3	Normal1	Normal2	Normal3	TNBC1	TNBC2	TNBC3
ENSG00000287164	10	18	4	8	5	3	2	0	0	8	0	3
ENSG00000249565	51	112	77	387	93	124	123	222	361	283	223	230
ENSG00000248117	0	2	0	1	0	0	0	0	0	5	1	0
ENSG00000138772	412	286	107	476	48	174	682	1424	1085	97	739	300
ENSG00000138759	1192	907	47	46	130	145	45	239	161	159	477	140
ENSG00000152591	63	9	1	3	2	4	0	0	0	2	1	1
ENSG00000200024	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000222691	1	0	1	0	1	3	0	0	0	0	0	3
ENSG00000155016	118	40	103	361	145	251	122	467	474	135	144	118
ENSG00000249604	7	4	2	13	5	4	0	2	0	16	5	9
ENSG00000138821	1578	444	997	57796	261	406	671	1457	1221	447	689	899
ENSG00000241144	1	0	0	2	1	0	0	0	0	0	0	0
ENSG00000248161	5	3	8	21	0	6	10	7	8	6	2	4
ENSG00000251572	0	0	1	0	0	0	0	0	0	2	0	0
ENSG00000260651	2	1	2	10	1	1	1	6	8	1	0	0
ENSG00000109323	698	468	518	1004	315	315	498	713	950	300	163	254
ENSG00000241981	6	6	6	4	3	0	0	0	0	2	1	0
ENSG00000230069	9	7	7	20	8	7	0	1	1	14	9	9
ENSG00000248971	33	33	25	62	21	26	9	15	10	40	15	19
ENSG00000224207	0	2	2	2	4	3	0	0	0	3	0	1
ENSG00000251288	45	55	42	25	13	17	1	1	1	14	12	2
ENSG00000109332	3294	3096	3667	13318	3167	3645	8868	13670	16445	3559	2244	5200
ENSG00000286242	95	121	117	52	46	49	11	35	12	46	15	22
ENSG00000252739	4	1	2	0	2	1	0	0	0	1	0	1
ENSG00000251300	0	0	0	1	2	0	0	0	0	4	0	1
ENSG00000170185	761	728	909	1583	1149	987	1227	2561	4024	922	578	580
ENSG00000250969	0	0	0	0	0	0	1	1	0	5	0	0
ENSG00000200049	0	0	0	0	1	1	0	0	0	2	0	0
ENSG00000265623	3	5	3	3	3	3	1	0	1	5	1	2
ENSG00000228981	7	20	17	15	3	8	13	19	6	12	12	7
ENSG00000286771	47	88	86	5	25	35	0	0	0	20	13	9
ENSG00000287786	3	28	6	0	5	1	0	0	0	19	9	7
ENSG00000251408	5	4	3	8	8	4	0	0	0	18	15	8
ENSG00000288588	0	0	0	4	6	5	0	0	1	1	3	2
ENSG00000286176	5	3	12	7	16	8	0	8	4	6	2	9
ENSG00000145391	1403	877	1633	1628	1238	1330	1153	3842	4987	1566	766	678
ENSG00000249302	8	12	12	3	2	6	0	2	0	6	6	0
ENSG00000272717	5	1	3	2	2	4	5	13	11	4	3	0
ENSG00000085871	202	51	136	450	202	261	379	495	412	113	118	100
ENSG00000201533	8	5	0	9	5	9	0	0	0	8	7	0
ENSG00000178458	33	35	22	51	8	11	36	60	39	13	4	3
ENSG00000184985	52	1	17	67	101	135	83	119	178	46	39	27
ENSG00000164022	733	860	858	1147	942	1019	590	1350	1407	922	403	698
ENSG00000200741	0	0	0	0	1	1	0	0	0	1	2	0
ENSG00000252489	1	0	0	0	3	1	0	0	0	3	1	0
ENSG00000286093	0	0	0	1	4	5	0	0	0	4	3	3
ENSG00000250324	0	0	0	0	0	3	0	0	0	1	0	0
ENSG00000157426	266	271	425	228	442	392	85	224	288	187	177	155
ENSG00000242083	6	2	6	6	5	8	5	13	10	4	1	5
ENSG00000269921	8	4	4	7	4	6	2	2	3	7	3	3
ENSG00000128059	297	575	294	462	373	332	357	835	1455	431	270	235
ENSG00000270147	6	8	9	1	5	2	0	0	1	6	2	1
ENSG00000288019	0	0	0	0	0	1	3	2	0	5	0	0
ENSG00000251017	0	1	0	4	3	3	0	3	1	2	4	6
ENSG00000081041	38	38	33	45	10	33	2667	35188	53628	15	80	46
ENSG00000269559	3	2	2	9	7	1	3	76	16	2	5	2
ENSG00000182585	1	1	17	12	7	6	35	178	157	20	8	2
ENSG00000138796	481	587	618	1136	648	662	1067	2161	1179	996	466	736
ENSG00000245928	5	13	2	6	8	5	1	0	0	12	4	4
ENSG00000138755	2551	1361	4379	986	146	468	143	425	97	2857	1163	1779
ENSG00000169245	656	568	1193	910	100	101	17	263	60	1289	551	494
ENSG00000169248	207	73	221	226	34	39	4	60	9	430	143	109
ENSG00000225846	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000286074	11	9	12	3	6	2	0	0	0	6	4	6
ENSG00000189157	37	9	49	31	66	98	29	45	36	24	7	15
ENSG00000287401	8	2	5	4	2	12	2	2	9	8	4	11
ENSG00000272414	1	0	1	0	12	6	1	2	1	3	0	0
ENSG00000118804	11	2	11	20	30	36	34	34	71	15	16	13
ENSG00000249858	0	0	2	3	1	0	2	0	0	9	1	5
ENSG00000212368	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000240426	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000199857	0	0	0	0	0	2	0	0	0	1	0	1
ENSG00000251159	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000151806	555	622	402	730	935	924	268	431	542	322	200	281
ENSG00000163281	218	114	230	338	448	433	113	310	353	121	156	128
ENSG00000273369	15	6	13	4	26	10	0	2	3	14	5	5
ENSG00000272936	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199169	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199145	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207927	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199102	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284463	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220924	1	0	0	0	0	1	0	0	0	2	1	0
ENSG00000250046	0	0	0	0	0	0	0	0	0	5	0	0
ENSG00000248633	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000250229	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180801	90	288	149	125	63	45	390	882	1047	82	149	83
ENSG00000249304	9	25	5	0	3	1	3	4	4	3	1	5
ENSG00000248716	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000125089	300	102	233	302	157	151	144	494	570	179	226	196
ENSG00000152592	88	12	2	6	9	4	30	16	82	9	8	2
ENSG00000118785	884	3613	680	6519	483	578	2673	3054	1400	879	4566	6689
ENSG00000109501	194	217	199	1942	674	571	407	1220	1628	115	324	164
ENSG00000172493	2036	1496	1719	983	1322	1392	693	2935	5082	1246	710	437
ENSG00000196344	0	0	1	1	0	2	1	0	0	5	2	2
ENSG00000177752	0	1	0	1	5	4	3	2	5	6	2	2
ENSG00000056291	1	79	0	3	5	7	10	48	11	11	5	2
ENSG00000197386	2105	2210	1642	3529	2446	2302	713	1834	1473	1046	1409	992
ENSG00000109790	695	1394	627	646	477	496	641	1511	1701	500	523	845
ENSG00000163743	300	231	250	575	267	328	345	606	706	222	235	182
ENSG00000248713	3	12	2	11	14	13	1	1	1	55	31	5
ENSG00000250566	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197888	2	0	2	14	2	11	3	35	1	5	0	13
ENSG00000249472	0	0	0	1	4	0	0	0	0	1	0	0
ENSG00000251101	0	0	0	1	1	0	0	0	0	1	0	0
ENSG00000251074	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000196620	4	0	1	12	8	21	18	617	16	1	0	3
ENSG00000248635	0	0	0	0	1	0	0	0	0	1	0	4
ENSG00000250376	0	0	0	0	0	0	0	0	0	3	0	1
ENSG00000013810	244	287	200	398	200	185	105	257	137	198	236	285
ENSG00000156234	351	174	751	124	87	191	2374	7900	31	744	86	256
ENSG00000179046	2	5	0	8	7	8	1	9	3	14	3	12
ENSG00000150471	152	30	24	50	42	64	188	412	679	36	164	18
ENSG00000249278	0	2	0	0	4	0	0	0	0	3	2	2
ENSG00000207307	1	0	0	2	0	1	0	1	0	2	0	0
ENSG00000263445	0	0	0	1	1	1	0	0	0	0	0	2
ENSG00000283682	0	2	0	0	0	0	0	0	0	2	0	0
ENSG00000164023	404	169	366	1150	558	882	741	4409	6381	491	475	598
ENSG00000138688	4209	3619	3975	3069	4044	3717	735	2768	3538	2742	1484	1340
ENSG00000198787	0	0	2	0	0	0	0	3	0	0	0	1
ENSG00000250381	0	0	1	0	1	6	1	1	0	0	2	4
ENSG00000250710	0	0	0	0	1	3	0	3	0	0	1	3
ENSG00000249844	0	1	0	2	0	2	0	0	0	6	1	2
ENSG00000163982	0	1	0	2	5	13	0	0	0	14	12	7
ENSG00000132406	201	147	137	648	309	328	99	282	265	85	138	193
ENSG00000168826	57	81	57	98	56	60	52	137	130	35	32	28
ENSG00000248516	0	1	0	5	6	4	1	0	0	6	5	5
ENSG00000168818	232	219	255	1565	569	701	290	704	509	245	378	346
ENSG00000248221	11	18	12	6	9	8	0	0	1	7	6	1
ENSG00000237170	6	15	5	3	4	11	0	2	0	2	1	4
ENSG00000168824	28	11	14	19	24	21	59	114	197	13	38	28
ENSG00000221711	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000250214	0	0	1	2	0	1	0	0	1	2	0	0
ENSG00000250456	0	0	0	0	5	7	0	0	0	7	4	2
ENSG00000157404	491	1222	139	175	241	525	765	6779	3964	289	938	101
ENSG00000013288	553	214	359	1478	1028	929	1036	1551	1806	283	425	343
ENSG00000251580	5	18	9	53	36	31	21	35	20	4	29	16
ENSG00000284847	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279859	0	2	3	13	4	10	0	0	2	8	5	6
ENSG00000163993	81	268	571	2285	257	71	81	39	114	3	217	588
ENSG00000282742	2	0	2	7	7	6	0	0	0	5	0	1
ENSG00000178988	446	493	434	2355	1302	1375	517	737	1268	396	657	603
ENSG00000186222	85	68	76	332	200	190	92	119	164	43	123	72
ENSG00000287331	6	0	0	25	4	10	12	2	6	1	1	6
ENSG00000170871	1065	925	1015	3262	2116	2091	407	1201	1911	492	688	711
ENSG00000246526	10	8	18	21	20	10	12	4	9	15	10	7
ENSG00000243449	24	7	13	21	78	53	37	44	20	11	22	13
ENSG00000214671	15	35	6	2	8	4	0	0	0	15	1	1
ENSG00000251171	48	89	21	11	9	14	0	1	2	18	3	8
ENSG00000137601	482	658	365	446	408	481	202	543	860	404	227	212
ENSG00000286302	16	22	12	1	12	13	7	12	10	9	1	2
ENSG00000056050	128	175	145	314	163	152	100	181	177	257	115	224
ENSG00000181381	1515	579	996	1503	586	563	212	745	681	1518	453	315
ENSG00000248886	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000251177	0	0	1	0	1	1	0	0	0	1	1	2
ENSG00000271271	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000163749	16	4	4	60	23	36	42	45	160	18	31	17
ENSG00000180346	98	242	139	84	72	72	108	263	264	252	143	105
ENSG00000270720	0	7	9	5	4	5	0	4	2	17	0	3
ENSG00000212226	1	0	1	0	1	0	0	0	0	0	1	0
ENSG00000168214	1727	2603	1806	1432	1374	1375	631	2714	3771	1565	820	1359
ENSG00000178636	4	5	2	5	3	11	2	5	4	6	5	0
ENSG00000164096	682	617	730	1831	1218	1372	1215	3135	3813	1005	1101	2007
ENSG00000145384	2	4	7	2	0	0	2	2	1	13	4	1
ENSG00000250412	5	6	9	3	6	8	2	10	5	19	2	11
ENSG00000201186	0	1	1	0	0	0	0	0	0	2	1	0
ENSG00000249244	10	11	12	8	19	10	6	4	4	26	7	14
ENSG00000145390	765	972	1128	1649	904	1134	1314	8130	9594	637	432	1053
ENSG00000035928	1006	1336	779	1501	1171	1345	497	1341	1732	1291	780	731
ENSG00000188517	20	25	8	14	31	39	39	319	450	52	31	15
ENSG00000138670	626	633	795	548	160	211	288	1652	881	398	292	256
ENSG00000047365	1586	863	1836	935	359	453	460	2088	2431	834	516	406
ENSG00000178522	2	0	2	3	4	5	1	0	0	17	2	7
ENSG00000132463	1081	1913	1161	3058	1453	1303	825	1955	1875	961	909	864
ENSG00000109684	137	19	33	15	13	18	0	2	0	43	8	7
ENSG00000132466	2747	3613	2260	3912	2961	3316	1614	6448	10991	2565	2747	1519
ENSG00000196782	243	51	107	198	123	125	96	397	584	118	142	164
ENSG00000168228	139	170	119	130	184	195	79	154	197	128	71	105
ENSG00000138785	195	175	218	679	253	263	417	613	841	245	120	247
ENSG00000138642	582	439	281	569	287	233	146	561	431	1471	385	188
ENSG00000145293	228	294	200	244	360	283	411	1109	1085	136	154	155
ENSG00000179010	1554	1076	1023	4316	3103	2553	5571	8954	12825	888	1273	1241
ENSG00000249948	4	0	9	3	3	3	2	6	2	6	1	2
ENSG00000138778	579	1267	1139	2454	371	355	21	94	74	1219	254	1390
ENSG00000243894	1	0	3	0	0	0	0	0	0	0	1	1
ENSG00000250940	0	0	3	3	2	1	0	0	0	1	2	5
ENSG00000248669	0	0	0	2	2	0	0	0	0	3	0	0
ENSG00000145220	75	176	102	372	76	107	475	741	1473	123	153	173
ENSG00000187821	0	1	1	2	2	1	0	0	0	1	0	2
ENSG00000152595	2	1	1	3	4	2	28	29	0	17	6	6
ENSG00000150625	4	1	5	6	4	19	14	220	68	34	3	5
ENSG00000242134	17	2	6	5	5	4	0	0	0	3	0	1
ENSG00000250835	16	0	7	2	5	2	0	1	0	4	0	0
ENSG00000251248	4	0	2	1	2	1	0	0	0	4	2	3
ENSG00000249806	19	2	4	5	1	2	0	1	0	2	1	1
ENSG00000164093	4	7	10	19	25	13	18	15	49	20	20	30
ENSG00000164167	106	168	106	204	116	131	94	234	203	193	120	164
ENSG00000279845	8	13	8	3	7	7	0	0	4	9	0	3
ENSG00000251010	0	1	1	0	1	1	0	0	0	3	1	1
ENSG00000120519	257	278	344	422	221	273	82	258	362	323	142	182
ENSG00000278438	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000251009	1	1	2	1	0	4	0	0	0	6	1	3
ENSG00000109272	0	0	0	2	2	4	1	2	3	1	1	1
ENSG00000163739	29	26	26	7	12	24	1138	12747	6614	12	18	46
ENSG00000249920	0	1	0	3	0	0	0	0	1	0	1	3
ENSG00000250339	0	0	0	1	0	3	0	0	0	1	1	0
ENSG00000163737	0	0	0	3	4	14	0	0	0	17	8	4
ENSG00000288796	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163736	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000163735	38	40	1	5	0	3	53	744	343	6	50	153
ENSG00000287037	0	1	0	0	4	1	3	14	5	1	3	1
ENSG00000244194	0	1	0	3	2	0	0	0	0	4	2	6
ENSG00000163734	18	18	9	9	3	4	732	4819	9428	5	9	30
ENSG00000250673	1	7	8	9	25	17	3	9	10	36	6	9
ENSG00000138767	2386	1928	1972	1504	1502	1452	521	1718	2853	1087	750	714
ENSG00000109758	2	2	0	60	10	9	4	36	23	3	2	8
ENSG00000286900	0	0	0	5	3	2	1	9	4	0	0	0
ENSG00000175920	9	28	6	397	32	59	12	82	40	8	11	11
ENSG00000163956	547	504	510	2331	1031	980	1258	2409	2482	377	874	905
ENSG00000270090	0	1	1	4	2	5	1	1	1	9	1	0
ENSG00000159788	332	339	188	1032	568	513	378	951	978	229	296	251
ENSG00000264105	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283379	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248552	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000250180	0	0	0	1	1	0	0	0	0	2	0	2
ENSG00000109381	732	833	614	902	635	748	636	1718	2419	870	435	471
ENSG00000135222	7	1	0	1	1	1	3248	99	2659	6	3	1
ENSG00000109205	3	6	0	1	3	0	19	3	7	4	38	5
ENSG00000181617	44	648	73	6	3	8	559	258	91	7	1272	20
ENSG00000164323	794	1208	615	1122	923	1118	425	1596	1796	658	400	624
ENSG00000109762	416	510	336	431	462	456	156	576	752	136	123	177
ENSG00000250410	8	12	9	2	3	8	7	8	7	4	2	1
ENSG00000250327	2	6	0	1	3	5	3	3	2	4	5	1
ENSG00000251008	1	0	1	1	0	1	2	2	0	2	0	0
ENSG00000279943	4	9	3	2	10	1	2	4	2	17	5	0
ENSG00000145476	233	420	265	491	514	221	219	486	568	340	179	155
ENSG00000186146	0	0	0	2	1	0	0	0	0	0	0	0
ENSG00000250317	134	125	122	163	162	180	93	227	205	82	103	95
ENSG00000174137	4	33	5	68	37	32	44	38	42	22	36	9
ENSG00000145416	745	509	717	839	251	281	8	37	23	533	303	299
ENSG00000289032	2	0	1	6	5	4	3	2	2	1	3	1
ENSG00000289019	0	3	0	1	1	1	5	8	4	6	3	2
ENSG00000289149	11	13	5	8	8	7	7	19	23	11	6	7
ENSG00000245067	7	5	0	4	6	5	1	5	3	5	6	1
ENSG00000289179	1	0	0	0	1	2	0	0	0	8	1	3
ENSG00000228358	0	0	0	3	13	8	0	1	0	28	2	5
ENSG00000289034	1	0	1	1	3	2	8	5	7	11	6	0
ENSG00000286294	3	2	0	0	0	0	0	0	0	4	1	0
ENSG00000249631	7	2	4	9	6	10	0	3	2	21	4	15
ENSG00000251244	3	0	0	5	2	2	0	0	2	12	14	7
ENSG00000249667	5	1	5	1	3	2	0	0	0	9	2	1
ENSG00000289243	0	0	0	1	1	1	0	1	0	4	0	2
ENSG00000289320	0	0	2	0	2	0	0	0	0	7	3	1
ENSG00000288921	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000289201	5	4	0	2	4	7	1	2	4	8	0	8
ENSG00000289186	0	0	1	0	3	1	0	0	0	6	1	0
ENSG00000248991	6	0	3	0	1	2	0	0	0	15	0	2
ENSG00000250241	147	9	2	3	28	86	0	0	1	19	3	11
ENSG00000250604	0	1	2	2	4	3	1	1	1	3	3	0
ENSG00000250708	8	1	0	2	8	6	0	0	1	20	1	9
ENSG00000247193	2	1	4	8	7	6	0	0	0	6	1	5
ENSG00000261268	0	0	0	0	2	0	0	0	2	8	2	5
ENSG00000289520	14	11	15	22	17	11	7	25	31	11	6	8
ENSG00000286320	27	12	15	14	7	17	0	9	8	22	10	9
ENSG00000289210	13	7	11	11	28	19	2	4	8	7	8	10
ENSG00000289361	36	44	23	47	80	65	4	10	20	18	14	13
ENSG00000287778	133	18	54	104	25	18	6	6	11	33	21	46
ENSG00000289392	0	0	0	0	0	1	0	0	0	1	0	1
ENSG00000224786	1	6	7	4	6	10	2	4	2	6	6	5
ENSG00000289443	59	49	45	42	59	46	15	78	25	45	25	21
ENSG00000288888	28	31	23	17	29	27	3	29	14	14	3	10
ENSG00000178403	1	1	1	7	4	6	35	25	50	6	5	0
ENSG00000249509	2	5	1	1	0	1	1	3	3	2	1	3
ENSG00000248439	0	0	0	1	0	0	0	0	0	2	0	1
ENSG00000138658	325	515	338	184	179	176	19	141	84	405	86	153
ENSG00000250966	3	10	3	22	11	12	7	7	5	2	2	3
ENSG00000174720	297	293	300	572	404	395	231	474	568	421	217	319
ENSG00000178177	366	653	534	408	550	532	72	284	426	479	179	256
ENSG00000249256	0	0	1	2	2	1	0	0	1	5	2	3
ENSG00000261121	2	40	0	3	4	9	6	1	6	100	33	43
ENSG00000251638	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000248444	0	1	0	0	1	3	0	0	0	6	1	2
ENSG00000109610	104	51	45	96	52	64	1240	1159	3010	135	138	284
ENSG00000181982	249	183	178	368	513	483	377	832	1262	328	289	234
ENSG00000138760	4124	2460	3212	7103	3531	5882	2375	5475	6851	2428	2385	2422
ENSG00000205403	47	11	33	61	43	47	92	200	295	41	51	28
ENSG00000288940	0	0	1	2	2	6	1	0	0	4	1	0
ENSG00000286596	2	0	0	0	2	2	1	1	1	4	3	1
ENSG00000249678	5	1	5	4	1	2	0	0	0	1	2	2
ENSG00000250624	1	1	3	0	1	6	0	0	0	1	2	0
ENSG00000251182	0	0	0	1	1	1	0	0	0	2	0	0
ENSG00000273238	1	0	0	0	0	0	0	0	0	1	1	0
ENSG00000133256	14	15	5	213	31	25	73	140	83	19	12	22
ENSG00000242686	0	1	1	3	4	2	0	5	0	5	5	1
ENSG00000272927	4	2	0	30	1	5	3	16	7	3	2	2
ENSG00000169020	159	168	152	1423	603	539	364	380	377	90	315	167
ENSG00000169026	37	20	53	350	53	61	216	377	249	52	56	45
ENSG00000248416	0	0	0	2	2	1	2	1	0	2	1	2
ENSG00000272588	11	10	3	11	14	13	6	13	11	7	4	5
ENSG00000249592	115	98	87	178	182	108	76	151	71	81	79	86
ENSG00000233799	3	5	3	12	10	9	2	8	0	3	5	6
ENSG00000168993	12	3	28	350	239	199	144	197	200	7	19	19
ENSG00000260262	0	0	0	1	0	1	1	0	0	2	0	2
ENSG00000286205	0	1	0	4	8	5	3	2	3	6	5	8
ENSG00000215375	71	39	46	267	166	117	163	347	198	52	57	32
ENSG00000250436	0	0	0	1	1	3	0	0	0	2	0	2
ENSG00000249970	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000169435	46	122	204	183	68	131	368	1030	1103	42	94	60
ENSG00000289530	0	0	0	2	0	2	9	26	19	0	0	1
ENSG00000228277	0	0	0	0	1	0	0	0	1	3	1	2
ENSG00000169429	247	623	159	178	4	21	1421	19156	10436	12	47	653
ENSG00000249051	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000072840	344	290	170	176	274	325	174	505	901	231	364	157
ENSG00000181215	17	42	20	51	62	52	0	2	0	74	60	71
ENSG00000263631	0	0	0	0	1	0	0	0	0	2	0	0
ENSG00000284684	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222230	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174123	93	44	90	37	19	31	1	20	4	34	68	22
ENSG00000174125	322	218	462	626	122	147	31	120	73	264	237	381
ENSG00000174130	218	362	285	272	86	123	20	81	37	170	150	351
ENSG00000197712	579	473	487	2458	1408	1154	443	966	1250	651	1134	1292
ENSG00000207944	0	0	1	1	1	0	0	1	0	3	1	0
ENSG00000180712	16	21	8	11	11	13	3	18	5	43	9	12
ENSG00000249096	118	215	290	35	25	45	1	19	8	103	43	112
ENSG00000251878	2	5	0	0	1	0	0	0	0	2	0	1
ENSG00000270426	20	53	25	9	14	18	5	1	9	14	11	10
ENSG00000249056	0	0	0	0	4	2	0	0	0	5	1	5
ENSG00000271646	23	22	19	29	34	26	19	21	26	38	13	8
ENSG00000286292	2	2	1	7	8	7	6	3	4	9	4	4
ENSG00000271538	4	9	8	17	8	17	3	2	8	24	9	9
ENSG00000168310	486	974	612	974	566	649	296	1706	2677	718	420	514
ENSG00000238721	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000248521	8	6	8	4	10	17	1	0	1	22	4	4
ENSG00000249690	101	68	72	17	69	39	1	2	0	48	10	11
ENSG00000181541	66	30	53	18	39	33	1	2	1	45	9	13
ENSG00000183432	8	9	9	1	9	7	0	0	0	9	2	1
ENSG00000252451	7	4	5	3	3	0	0	0	0	6	0	0
ENSG00000235606	0	0	0	2	1	0	0	0	0	0	0	0
ENSG00000198589	5761	3382	4461	4655	6538	6269	1094	2990	3264	3209	1271	1222
ENSG00000145335	20	31	11	89	36	44	70	77	189	20	40	15
ENSG00000247775	0	1	0	0	2	1	1	0	0	5	2	2
ENSG00000138722	238	6	18	8	43	105	108	615	1125	34	28	9
ENSG00000287239	0	0	0	2	1	3	0	0	0	5	0	1
ENSG00000252087	4	2	3	0	1	0	0	1	0	1	0	2
ENSG00000251401	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000187653	528	230	527	508	160	133	166	247	269	119	327	218
ENSG00000248984	5	3	0	1	1	1	0	0	0	4	1	0
ENSG00000249049	9	0	6	0	16	52	0	1	0	7	1	0
ENSG00000279013	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249891	0	0	0	0	2	0	0	0	0	1	1	0
ENSG00000249052	0	1	2	1	0	0	0	0	0	1	0	1
ENSG00000289241	0	0	0	0	0	2	13	32	68	2	0	1
ENSG00000163738	185	115	140	285	319	267	174	1019	427	131	121	81
ENSG00000124882	9	8	8	12	4	7	67	6612	5240	19	6	17
ENSG00000250532	0	0	0	0	0	0	0	0	0	2	1	1
ENSG00000109321	58	10	263	137	549	221	6446	18952	33455	8	36	21
ENSG00000052802	655	328	497	1362	605	575	2060	4628	4095	420	512	746
ENSG00000109472	602	139	339	1873	1361	1443	2649	11047	8967	244	1006	424
ENSG00000207559	0	1	0	1	0	0	0	1	0	0	0	0
ENSG00000251596	10	8	7	4	10	8	35	17	27	7	4	4
ENSG00000248287	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000248327	0	0	0	1	3	4	0	0	0	8	0	0
ENSG00000073331	572	421	738	476	279	350	300	558	786	557	249	317
ENSG00000251286	0	1	0	1	2	2	0	0	2	2	0	1
ENSG00000199924	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000109189	624	1319	491	586	562	741	141	502	588	179	269	257
ENSG00000170088	230	179	173	755	732	531	220	543	898	246	188	182
ENSG00000200974	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000272297	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212387	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000083857	6241	17436	4743	6970	3987	2418	1946	6416	8323	9128	5787	7714
ENSG00000287169	11	76	17	7	8	13	3	0	1	28	8	12
ENSG00000215278	0	0	0	0	5	0	0	0	0	3	0	0
ENSG00000249581	0	0	0	0	2	2	0	0	0	3	4	1
ENSG00000002549	1082	1101	1564	3132	1444	1343	1114	2717	1906	3903	1240	1462
ENSG00000130997	12	13	6	30	54	29	7	22	20	8	4	7
ENSG00000249047	2	1	5	1	3	1	1	6	0	1	2	2
ENSG00000123933	358	295	345	1504	1077	975	544	1938	1190	372	954	439
ENSG00000284276	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159733	95	100	76	470	164	142	118	281	348	102	94	49
ENSG00000251148	2	3	0	3	4	2	1	2	1	5	1	1
ENSG00000239247	0	1	1	4	2	4	0	0	0	4	0	0
ENSG00000249077	5	11	5	3	2	6	1	0	0	5	1	2
ENSG00000206113	0	1	2	29	36	22	3	19	18	13	9	14
ENSG00000248399	0	0	0	2	3	0	1	0	5	1	0	0
ENSG00000251229	20	10	8	14	11	11	6	8	2	8	4	7
ENSG00000248817	0	0	1	2	5	1	0	0	0	6	5	2
ENSG00000287392	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000280056	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249152	0	0	0	0	0	1	0	0	0	3	0	0
ENSG00000248511	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152208	0	1	3	7	8	13	1	7	2	38	4	6
ENSG00000251449	0	0	0	2	0	0	0	0	0	5	0	0
ENSG00000249239	0	0	0	0	0	2	0	0	0	1	0	1
ENSG00000248627	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000248750	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000250908	0	0	0	0	0	0	0	0	0	6	1	4
ENSG00000252342	0	0	0	0	0	0	0	0	0	2	1	0
ENSG00000172238	0	0	0	3	4	1	0	0	0	5	0	5
ENSG00000246541	0	0	0	1	2	0	0	0	0	1	0	0
ENSG00000250897	0	0	0	2	1	0	0	0	0	5	1	2
ENSG00000163104	1134	1052	1002	2604	867	936	225	720	852	797	594	700
ENSG00000163106	14	14	16	48	35	35	2	23	13	16	27	18
ENSG00000287552	1	0	1	3	3	4	0	1	0	6	1	2
ENSG00000241103	2	0	0	0	0	2	0	0	0	3	1	0
ENSG00000287762	54	9	46	3	10	17	1	3	3	11	6	7
ENSG00000249216	12	5	19	4	1	2	2	3	2	5	1	2
ENSG00000249081	0	0	0	0	0	2	0	0	0	2	2	0
ENSG00000109132	0	0	1	3	1	0	0	0	0	8	1	1
ENSG00000250467	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000249122	0	0	1	0	1	1	0	0	0	5	0	0
ENSG00000200338	0	0	0	0	0	1	0	0	0	0	0	0
