"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000269896",18.1801354402512,-2.19256579250853,0.596126888322936,-3.67801861559508,0.000235052808350519,0.00135076012720902
"ENSG00000142655",148.849444850233,-1.7191788134614,0.345564398570318,-4.97498822382761,6.52516065902253e-07,8.71570311853306e-06
"ENSG00000171621",1006.65902219166,-3.25779487359851,0.544615125056116,-5.98182959619939,2.20645039541114e-09,5.64477616672182e-08
"ENSG00000142583",75.4877663877752,1.66765130662895,0.651721870715548,2.55883894888778,0.0105022383097978,0.0315409838812313
"ENSG00000287727",17.1651298729218,3.16990666153492,0.724135742949156,4.37750337888996,1.20046500667212e-05,0.000108077351158013
"ENSG00000226457",3.52124073585364,3.63176671686901,1.3523918832982,2.68543959906939,0.00724344657502829,0.0232973494595607
"ENSG00000215720",4.74191524720314,3.72908580148983,1.1486227546247,3.24657141474467,0.00116804139307051,0.00517956013597216
"ENSG00000171729",285.571171973134,-2.23637264164283,0.482780506238811,-4.63227618502185,3.61667232604089e-06,3.83637213937439e-05
"ENSG00000279457",25.8723244521997,-1.80257283189998,0.526159069423145,-3.4259085068632,0.000612746747216999,0.00301362967747075
"ENSG00000048707",2805.14698793633,2.19720407266786,0.312044499231319,7.04131647274792,1.9043192497583e-12,9.61316874332706e-11
"ENSG00000162444",137.53446564279,-4.71131401572832,0.618912613934886,-7.61224429693717,2.69376771573366e-14,2.02682975067663e-12
"ENSG00000280222",10.1070359099975,3.01407173828277,1.0195056975526,2.95640499657655,0.00311248100866578,0.0116352754207959
"ENSG00000197921",5.3132169865691,-5.06647715024697,1.51922512830914,-3.33490873461647,0.00085327398869005,0.00398372356380631
"ENSG00000055070",1428.95379139432,-1.07858451126691,0.377776359453338,-2.85508736657761,0.00430249914683448,0.015225322669373
"ENSG00000175087",408.875474480747,2.93084999564908,0.379402111943333,7.72491745140001,1.11925852207751e-14,9.09587156637818e-13
"ENSG00000162511",1415.92162386428,1.30231055221952,0.544798053777095,2.39044641072151,0.0168279047590179,0.0461395815561816
"ENSG00000204138",675.648818615128,-1.83418020891974,0.347400720049983,-5.27972483377651,1.29378034583484e-07,2.09938272845861e-06
"ENSG00000142675",210.350832151882,-2.25935862410306,0.364889822412896,-6.19189269013497,5.94460200475526e-10,1.74791614815898e-08
"ENSG00000197245",34.738948506007,-2.49439589098145,0.680675600413234,-3.66458837288588,0.000247736691122799,0.00141135382532993
"ENSG00000130772",169.347460872906,1.34148225454044,0.509200252269618,2.63448858982524,0.00842641359101527,0.0263401129998903
"ENSG00000215899",6.50576906074473,2.92646817453465,1.19867183511613,2.44142565863418,0.0146294000362709,0.0412472583340808
"ENSG00000090020",857.083347724541,-3.26265058966021,0.486032092095669,-6.71282954916071,1.9088605218656e-11,7.86128749988293e-10
"ENSG00000162512",768.701245255361,-1.40236350244209,0.400158088111155,-3.50452369727572,0.000457424855974043,0.00236245641718448
"ENSG00000130766",366.307329875956,-2.57465554902266,0.422495235258401,-6.09392801186974,1.10173220022877e-09,3.00919636221215e-08
"ENSG00000168528",1303.83307699439,-2.17578004502038,0.667410772638873,-3.26003135433007,0.00111399898040482,0.00498741376102734
"ENSG00000196581",42.8663829670084,-2.68234162722368,0.659836291202508,-4.06516231827032,4.79990444568564e-05,0.000354017551708723
"ENSG00000169403",257.906810376764,1.60073446264258,0.557664320582651,2.87042653360022,0.00409918439457986,0.0146261648741694
"ENSG00000171612",274.635097964995,-1.45245147779008,0.390332177811816,-3.72106518589488,0.000198384216590913,0.00117150882423434
"ENSG00000121769",166.839269227888,-2.70857902007663,0.67837062001514,-3.99277170938827,6.5305435046173e-05,0.000459794551362492
