,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000188783,368.7348037,-2.679627234,0.671030114,-3.993303994,6.52E-05,0.000618027
ENSG00000188770,5.661883606,5.669862088,1.48103624,3.828307462,0.000129028,0.001070329
ENSG00000058668,2295.242522,1.003541055,0.428042767,2.344487826,0.019053233,0.049676563
ENSG00000158747,1129.237485,-1.462212425,0.509570021,-2.869502454,0.004111181,0.01573694
ENSG00000020633,207.7935258,-2.169777169,0.513686285,-4.223934395,2.40E-05,0.000274408
ENSG00000261025,5.024459169,6.320860192,1.458617507,4.333459706,1.47E-05,0.000184362
ENSG00000285823,2.278836905,5.105207553,1.8133317,2.815374348,0.004872045,0.017886129
ENSG00000268869,6.250890324,3.415789401,1.102381347,3.09855515,0.001944668,0.008864461
ENSG00000122176,932.0040541,-3.134213819,0.604262405,-5.186842324,2.14E-07,5.11E-06
ENSG00000211451,16.47717055,1.836485611,0.667328732,2.751995415,0.005923335,0.020650159
ENSG00000273768,96.07152555,7.653811306,1.844127612,4.150369669,3.32E-05,0.000357236
ENSG00000274428,2.513643146,4.368169402,1.733466256,2.51990449,0.011738668,0.034574149
ENSG00000269113,66.36754321,-1.965249382,0.737794161,-2.663682484,0.007729048,0.025261881
ENSG00000279096,2.870858138,4.531187893,1.639494102,2.763772,0.005713745,0.020105409
ENSG00000117834,34.17503811,1.829991393,0.585655978,3.124686611,0.001779946,0.008271455
ENSG00000060718,1129.125592,4.795282748,0.686048244,6.989716527,2.75E-12,2.26E-10
ENSG00000234257,4.455824073,5.118826849,1.714306165,2.985946708,0.002827019,0.011835877
ENSG00000135837,2299.473767,1.004966338,0.395205425,2.542896113,0.010993791,0.032918372
ENSG00000227742,8.412630791,3.773657359,1.070166208,3.526234831,0.000421513,0.00271818
ENSG00000134686,926.0699786,-1.923380934,0.336120933,-5.722288459,1.05E-08,3.71E-07
ENSG00000159388,3334.314589,-2.963598564,0.527136321,-5.6220724,1.89E-08,6.18E-07
ENSG00000116254,26.33889047,3.035455144,0.639559486,4.74616546,2.07E-06,3.61E-05
ENSG00000116251,2929.8893,-2.00530122,0.41790194,-4.798497037,1.60E-06,2.88E-05
ENSG00000116237,1294.783386,1.48400532,0.391970632,3.786011501,0.000153085,0.001226915
ENSG00000225077,7.234971208,3.43498868,0.94395076,3.638949006,0.000273753,0.001933898
ENSG00000158292,146.6756069,-1.430308961,0.559002362,-2.558681426,0.010506998,0.031825544
ENSG00000178104,1159.159588,1.289449533,0.345914506,3.727653823,0.000193271,0.001474217
ENSG00000213036,4.588989805,3.926011448,1.546028673,2.53941697,0.01110374,0.033154963
ENSG00000117724,2118.525384,4.988980755,0.544935113,9.155183135,5.43E-20,1.53E-17
ENSG00000291137,25.22596179,2.089745144,0.691291133,3.022959564,0.002503157,0.010809087
ENSG00000162543,88.0367109,-2.108368782,0.747935902,-2.818916401,0.004818607,0.017725755
ENSG00000225632,5.415483197,5.810012859,1.468991899,3.955102042,7.65E-05,0.000703273
ENSG00000157216,493.1550615,-1.370804503,0.479708802,-2.8575763,0.0042689,0.01619091
ENSG00000169641,1324.490237,-1.547278624,0.453901631,-3.408841292,0.000652394,0.00382148
ENSG00000169991,1624.103257,-2.210867373,0.572661189,-3.860690084,0.000113067,0.000963353
ENSG00000187017,154.4734401,-2.657905244,0.614038114,-4.328567205,1.50E-05,0.000187772
ENSG00000198216,56.15949094,5.134021326,0.833650522,6.158481508,7.34E-10,3.55E-08
ENSG00000228918,15.82980314,3.656507792,0.827938397,4.416400789,1.00E-05,0.000133939
ENSG00000231684,4.836174389,-3.025449539,1.157623369,-2.613500747,0.008961989,0.028244572
ENSG00000122432,27.70339843,2.9913633,0.700903132,4.267869788,1.97E-05,0.000235086
ENSG00000168710,2147.716106,-1.062466383,0.324108091,-3.278123602,0.001044996,0.005480658
ENSG00000233061,9.934169565,5.709251676,1.406467972,4.059283106,4.92E-05,0.000491883
ENSG00000213540,8.000498106,6.022959696,1.491944526,4.036986357,5.41E-05,0.000530756
ENSG00000184005,66.25264222,-2.087002247,0.594044775,-3.513206974,0.000442732,0.002822791
ENSG00000223905,1.563406829,5.050269834,2.032538933,2.484710011,0.012965701,0.03724682
ENSG00000287423,1.915785608,5.067432536,1.9361264,2.617304601,0.008862721,0.027997412
ENSG00000271383,29.04246078,3.662782499,0.7239446,5.059478999,4.20E-07,9.13E-06
ENSG00000290790,3.340756049,5.545730904,1.576497276,3.517754827,0.000435214,0.002784625
ENSG00000290525,10.47072516,2.224890267,0.786378318,2.829287402,0.004665178,0.017316797
ENSG00000225492,39.04140108,2.361576228,0.792276124,2.980748954,0.002875444,0.011979823
ENSG00000069424,283.3897509,1.252802462,0.418331275,2.994761654,0.002746594,0.011578017
ENSG00000224093,59.79184775,1.312962578,0.51922866,2.52867894,0.011449271,0.033927372
ENSG00000289593,2.161738747,5.359753329,1.827125405,2.933434845,0.00335234,0.013467354
ENSG00000177606,10172.3986,-3.747708386,0.517131727,-7.247105895,4.26E-13,4.18E-11
ENSG00000171735,767.8858484,-1.736498167,0.443287628,-3.917317017,8.95E-05,0.000800079
ENSG00000162399,14.21171655,4.548799756,0.88799321,5.122561418,3.01E-07,6.86E-06
ENSG00000290842,38.82254487,1.310633755,0.503420439,2.603457573,0.009228869,0.028857475
ENSG00000198830,1272.408463,-1.500847425,0.288820429,-5.196472534,2.03E-07,4.88E-06
ENSG00000169218,84.69726094,-3.291412421,0.628449861,-5.237350859,1.63E-07,4.06E-06
ENSG00000134690,252.9365382,3.587483773,0.640361695,5.602277274,2.12E-08,6.81E-07
ENSG00000214141,3.542797885,4.344388637,1.744552039,2.490260274,0.012764958,0.036805907
ENSG00000196449,253.3595155,-1.390405668,0.462859203,-3.00394949,0.002664996,0.011320815
ENSG00000235673,3.037334601,4.703752293,1.573450822,2.98944983,0.002794803,0.011736545
ENSG00000183386,142.7987575,-2.05820608,0.528281585,-3.896039798,9.78E-05,0.000857381
ENSG00000185668,15.78743971,-2.826639745,0.71437946,-3.956776339,7.60E-05,0.000699133
ENSG00000284623,1.967768451,5.341726532,1.874862295,2.849130064,0.004383895,0.016536231
ENSG00000237290,2.849823741,4.678564394,1.831631665,2.554315086,0.010639693,0.032120407
ENSG00000290041,14.51548287,-1.911115681,0.669529603,-2.854415508,0.00431161,0.016330267
ENSG00000117480,300.0931425,-1.445517365,0.472236389,-3.061003766,0.002205963,0.009783476
ENSG00000197587,16.21467598,3.18366117,0.847739034,3.75547314,0.000173014,0.001355679
ENSG00000242391,3.287743487,4.279597717,1.701134428,2.515731648,0.011878559,0.034853556
ENSG00000121310,659.5698263,-2.048415364,0.33216509,-6.166859269,6.97E-10,3.40E-08
ENSG00000174348,529.1364397,-2.585917897,0.893001872,-2.895758653,0.003782432,0.014748071
ENSG00000284808,2.210891059,5.011779021,1.714731208,2.922778217,0.003469235,0.013814808
ENSG00000287224,2.453754709,4.463689134,1.679465471,2.657803457,0.007865175,0.025602702
ENSG00000173218,437.2333169,2.537720405,0.412838762,6.147001291,7.90E-10,3.76E-08
ENSG00000118729,54.35776478,-1.917844867,0.684530415,-2.801694163,0.005083504,0.018459775
ENSG00000240038,81.93888307,-2.174923478,0.655060424,-3.32018757,0.00089957,0.004892274
ENSG00000226984,7.445180712,3.577447209,1.281243379,2.792168348,0.005235611,0.018841888
ENSG00000225650,8.411220338,4.712073098,1.521416509,3.097161803,0.001953832,0.008894596
ENSG00000213088,721.6117418,-4.897306517,0.800737889,-6.115991991,9.60E-10,4.48E-08
ENSG00000229588,4.146446096,3.564497845,1.305618442,2.730122164,0.006331086,0.021748459
ENSG00000237249,4.873140414,4.291875778,1.555400231,2.759338524,0.00579185,0.020317165
ENSG00000223525,7.557728624,5.482185189,1.410771782,3.885947579,0.000101932,0.00088544
ENSG00000229531,9.635403428,4.866578097,1.449894614,3.356504707,0.000789344,0.004417535
ENSG00000289425,6.279034515,3.699393878,1.268218947,2.916999377,0.003534165,0.014007537
ENSG00000206659,4.169269738,4.308444541,1.534521422,2.807679632,0.004989984,0.018213432
ENSG00000235750,1631.945595,-2.872063446,0.402118603,-7.142329221,9.18E-13,8.36E-11
ENSG00000116147,26.3174348,5.108886787,0.872217171,5.857356354,4.70E-09,1.83E-07
ENSG00000224718,3.826568574,5.748507332,1.560231241,3.684394455,0.000229247,0.001691877
ENSG00000159173,34.72957233,1.619421858,0.67233974,2.408636232,0.016012249,0.043617596
ENSG00000163431,619.0435036,-2.154324533,0.747964416,-2.880250032,0.003973599,0.015329657
ENSG00000176393,466.8600012,-1.354148671,0.393699888,-3.439545484,0.000582692,0.003502519
ENSG00000225063,2.372890364,4.42880253,1.72063357,2.57393707,0.010054856,0.030815527
ENSG00000287445,4.308773448,2.911782608,1.147564855,2.537357775,0.011169274,0.033310193
ENSG00000286213,3.601382496,4.740822917,1.710966729,2.770844597,0.00559111,0.019773958
ENSG00000228067,5.433250746,3.722188724,1.58733825,2.344924735,0.019030921,0.04963762
ENSG00000260805,49.5654008,-1.746985286,0.606085984,-2.882405024,0.003946521,0.015247673
ENSG00000162772,6452.577083,-6.011360891,0.39727293,-15.13156431,1.00E-51,5.24E-48
ENSG00000237980,5.44530304,3.247483621,1.105129213,2.938555584,0.003297455,0.013291575
ENSG00000123685,44.50239554,-1.524373621,0.501402937,-3.040216778,0.002364079,0.010330566
ENSG00000230461,13.21907178,3.233417245,0.770999936,4.193797035,2.74E-05,0.000306174
ENSG00000281664,2.292129668,5.549591811,1.711036889,3.24340863,0.001181087,0.006028389
ENSG00000117707,137.793277,-1.740693765,0.592715368,-2.936812268,0.003316048,0.013347212
ENSG00000116918,494.3634004,1.183166334,0.386396036,3.062056085,0.002198223,0.009755357
ENSG00000229228,5.354452188,5.383322612,1.498049544,3.593554455,0.000326197,0.002215281
ENSG00000286071,84.54976909,5.96583101,0.816469456,7.306863674,2.73E-13,2.81E-11
ENSG00000226758,6.048681089,5.156314227,1.42844457,3.609740507,0.000306503,0.002107558
ENSG00000235152,3.690815488,6.303943524,1.852988622,3.402041141,0.000668846,0.003893295
ENSG00000236372,3.930950245,6.296814896,1.587190355,3.967271398,7.27E-05,0.000674704
ENSG00000286015,6.55389596,6.56260485,1.538806903,4.264735773,2.00E-05,0.0002378
ENSG00000259823,2.112721384,5.191115564,1.693610339,3.065118017,0.002175841,0.009676579
ENSG00000160789,9264.459528,-1.602398972,0.363216139,-4.411695409,1.03E-05,0.000136535
ENSG00000169174,24.26988957,2.130065636,0.837248093,2.544127189,0.010955119,0.032835505
ENSG00000224837,44.76396684,2.305463348,0.633563117,3.638885041,0.000273821,0.001934052
ENSG00000203709,215.4915493,2.04115888,0.452052056,4.515318212,6.32E-06,9.22E-05
ENSG00000289071,11.39329096,3.880481509,1.238443005,3.13335494,0.001728203,0.008084935
ENSG00000287220,3.258527293,5.499455091,1.535812015,3.58081265,0.000342527,0.002304094
ENSG00000286198,6.880424323,2.440753462,0.830871881,2.937581013,0.003307837,0.013324429
ENSG00000232672,2.047250366,5.45194983,1.844259087,2.956173495,0.003114818,0.012743775
ENSG00000160818,2.827186903,4.307706657,1.693385871,2.543842328,0.010964056,0.032857582
ENSG00000116990,149.1889762,1.866009471,0.463710759,4.024080601,5.72E-05,0.000555628
ENSG00000116138,493.6297895,1.026328441,0.349536962,2.936251538,0.003322048,0.013370077
ENSG00000116771,39.01563627,2.695952614,0.551776655,4.885949031,1.03E-06,1.99E-05
ENSG00000116786,703.355684,-1.451213129,0.358904872,-4.043447841,5.27E-05,0.0005184
ENSG00000284452,3.16683075,5.368908346,1.604308212,3.346556668,0.00081822,0.004542042
ENSG00000227713,1.70609773,4.936481656,1.92453253,2.565028951,0.01031672,0.031385525
ENSG00000234423,4.666530534,6.034292042,1.469209837,4.107168281,4.01E-05,0.000417312
ENSG00000232979,2.95272141,5.516411315,1.704748682,3.235908832,0.001212561,0.006151099
ENSG00000236172,4.495978815,6.412239344,1.607131477,3.989866066,6.61E-05,0.000625068
ENSG00000287583,6.844548793,6.918168486,1.470425004,4.704876798,2.54E-06,4.31E-05
ENSG00000228799,4.4186475,4.451681245,1.373593551,3.240901388,0.001191524,0.006064425
ENSG00000227007,2.647101287,5.587896042,1.758458979,3.177723284,0.001484363,0.007202135
ENSG00000223884,15.9472611,2.304838687,0.806689072,2.857158684,0.004274521,0.016207817
ENSG00000235665,4.524934044,3.417965061,1.301911529,2.62534357,0.008656157,0.027496571
ENSG00000237720,10.36073165,5.619499753,1.288257388,4.362093946,1.29E-05,0.000165483
ENSG00000236760,3.419313456,4.386312771,1.410884065,3.108910844,0.001877784,0.00862732
ENSG00000163029,757.6772075,1.642412268,0.409185175,4.01386064,5.97E-05,0.000576861
ENSG00000224885,7.647134239,4.51222148,1.430437375,3.15443483,0.001608093,0.007656554
ENSG00000232451,4.181011715,6.155188195,1.627016469,3.783113639,0.000154879,0.001236899
ENSG00000229740,4.526305228,5.679470967,1.613311328,3.520381262,0.000430927,0.002764811
ENSG00000287881,4.593389247,2.866037299,1.172676433,2.444013726,0.014524874,0.04049488
ENSG00000228784,28.27017583,2.640132544,0.653084758,4.042557281,5.29E-05,0.000520128
ENSG00000234378,1.255511655,4.802629224,2.020967966,2.37640047,0.017482477,0.046596158
ENSG00000242136,9.302050772,5.650303011,1.623160946,3.481049137,0.000499454,0.003109035
ENSG00000084754,2801.213655,-1.162364508,0.420146979,-2.766566384,0.005665005,0.01997109
ENSG00000213774,1.698980435,4.947129566,1.734112454,2.852830885,0.004333167,0.016388563
ENSG00000277893,8.187635204,2.974889277,0.894710054,3.3249758,0.000884262,0.004828727
ENSG00000143867,222.0538291,-2.227542635,0.694436665,-3.20769733,0.001338022,0.006637709
ENSG00000230448,4.229715789,5.917054856,1.857017312,3.186321861,0.001440942,0.007033089
ENSG00000235537,1.839405193,4.831991309,1.875811123,2.575947679,0.009996577,0.030680992
ENSG00000226041,1.967333406,4.934893684,1.862650078,2.649393862,0.00806363,0.026082157
ENSG00000084710,142.7549205,2.392181811,0.53237616,4.493405206,7.01E-06,0.00010027
ENSG00000196208,496.6966764,-3.75022563,0.646829246,-5.797860339,6.72E-09,2.50E-07
ENSG00000223647,2.216477103,4.684519651,1.757552938,2.665364753,0.007690486,0.025174734
ENSG00000234597,2.903164681,5.699853834,1.618582515,3.52150958,0.000429097,0.002757304
ENSG00000229621,1.977688978,4.605238512,1.783004289,2.582853301,0.009798698,0.030207653
ENSG00000178295,449.9473263,1.326203843,0.393585274,3.369546401,0.00075292,0.004270262
ENSG00000230737,2.02702881,5.301326618,1.884711536,2.812805311,0.004911138,0.017988484
ENSG00000261104,25.15336065,4.696742408,1.386774995,3.386809269,0.000707105,0.004070091
ENSG00000234275,2.347176453,5.280537431,1.784949424,2.958368097,0.003092726,0.012679083
ENSG00000226649,2.758921786,4.40433645,1.700380325,2.590206664,0.009591833,0.029727784
ENSG00000238111,3.220161362,4.240573853,1.65052609,2.569225581,0.010192608,0.031122032
ENSG00000278908,5.528094898,4.068540586,1.692895196,2.403303285,0.016247706,0.044092327
ENSG00000204993,2.037747839,4.268436329,1.729682839,2.467756651,0.013596272,0.038569674
ENSG00000285984,3.469643526,3.713489934,1.507272784,2.46371458,0.013750556,0.038891213
ENSG00000214691,9.824917629,6.761259413,1.465309792,4.614218407,3.95E-06,6.19E-05
ENSG00000214711,15.68569852,3.046284352,0.770116686,3.955614009,7.63E-05,0.000702078
ENSG00000282828,1.75392816,4.861115142,2.020255584,2.406188197,0.016119958,0.043828168
ENSG00000143869,21.63066453,2.735406657,0.952480078,2.871878079,0.004080404,0.015644916
ENSG00000138039,4.243079039,4.425549313,1.489675217,2.970814888,0.002970107,0.012278755
ENSG00000287313,7.231514667,2.810014675,1.020537504,2.753465369,0.005896801,0.020585124
ENSG00000237803,5.476672997,4.267498701,1.260559516,3.385400409,0.000710745,0.004085415
ENSG00000286829,5.174508277,5.155323381,1.885038063,2.734864341,0.006240599,0.021505114
ENSG00000233953,8.890402171,4.364576617,1.303074619,3.349444884,0.000809737,0.004505723
ENSG00000244310,4.175652165,6.294368846,1.639283574,3.83970714,0.000123181,0.001032503
ENSG00000230749,6.766547027,3.382605569,1.333329164,2.53696211,0.011181906,0.033335971
ENSG00000170820,2.747359642,5.466761611,1.618484277,3.37770449,0.000730936,0.004176776
ENSG00000224464,5.534040153,4.116582343,1.602511552,2.568831619,0.010204203,0.031145357
ENSG00000232668,3.0803191,5.900979627,1.835539599,3.214847356,0.001305139,0.006512452
ENSG00000235009,4.28600161,4.929820471,1.580327053,3.119493816,0.001811621,0.008385089
ENSG00000138029,1349.939345,-1.077852178,0.414729671,-2.59892709,0.009351563,0.029153889
ENSG00000286480,19.72320475,7.626230286,1.332951409,5.721311547,1.06E-08,3.73E-07
ENSG00000285577,10.68717824,6.794052557,1.374856472,4.941644962,7.75E-07,1.56E-05
ENSG00000138079,9.736864082,4.29559057,1.107064828,3.880161723,0.000104387,0.000903017
ENSG00000232164,3.822598167,5.581088199,1.691339142,3.299804314,0.000967523,0.005167043
ENSG00000272702,13.73077495,-2.512071,0.722786405,-3.475537146,0.000509831,0.003162331
ENSG00000234255,5.265497538,6.382918188,1.523005219,4.191002176,2.78E-05,0.000309076
ENSG00000237979,2.480407764,5.349780523,1.65667175,3.229233867,0.001241223,0.006255503
ENSG00000228999,4.856246598,6.626681143,1.550199404,4.274728222,1.91E-05,0.000229075
ENSG00000285611,3.042333732,5.432546426,2.082340855,2.608865121,0.009084304,0.028516365
ENSG00000236348,2.670714406,4.866267587,1.778645153,2.735940656,0.006220224,0.021450819
ENSG00000280257,3.005622721,5.725336395,1.584247049,3.613916402,0.000301606,0.002081074
ENSG00000226247,3.065444425,3.772888661,1.564015771,2.412308578,0.015851859,0.043293545
ENSG00000236989,1.598814239,5.13136454,1.910155815,2.686359144,0.00722354,0.024030558
ENSG00000287172,2.068256131,4.887413301,1.765454892,2.768359206,0.005633932,0.019878982
ENSG00000143971,303.9496575,1.67223236,0.429070058,3.897341073,9.73E-05,0.000854222
ENSG00000227088,3.478257535,5.943125162,1.72507772,3.445134728,0.000570775,0.003450736
ENSG00000225815,1.778831165,5.155268572,2.084575347,2.473054563,0.013396369,0.038131986
ENSG00000213553,880.4045147,-1.799016358,0.470291635,-3.82532077,0.000130602,0.001081395
ENSG00000228902,2.029489057,5.389937223,2.222571,2.425091132,0.015304544,0.042190197
ENSG00000235885,9.980942875,5.055369486,1.210790362,4.175264064,2.98E-05,0.000326923
ENSG00000287145,4.216424096,5.818670642,1.703952421,3.414808165,0.000638269,0.003759817
ENSG00000115946,349.1997313,-1.945003228,0.419992707,-4.631040482,3.64E-06,5.80E-05
ENSG00000286524,6.034269911,4.572810282,1.519059388,3.010290656,0.002609978,0.011142588
ENSG00000135625,5.518162987,-2.61611517,0.981083221,-2.666557854,0.007663242,0.02510569
ENSG00000286728,3.529693557,5.542755205,1.586575579,3.493533669,0.000476673,0.002995779
ENSG00000143954,2.818980945,5.588921678,1.802620848,3.100442162,0.001932319,0.008820679
ENSG00000235725,2.780821484,5.215652716,1.563233349,3.336451796,0.000848551,0.004673798
ENSG00000273064,4.748618681,3.542752777,1.202912706,2.945145364,0.00322803,0.013079841
ENSG00000115386,2.65469368,4.464302036,1.610116463,2.77265784,0.005560055,0.019699126
ENSG00000152147,124.1763334,1.427585621,0.383567413,3.721863675,0.000197758,0.001501049
ENSG00000271452,13.29724208,2.851169707,0.80573792,3.538582007,0.000402282,0.002619221
ENSG00000224071,2.679051318,5.239729715,1.636273968,3.202232522,0.001363669,0.006733769
ENSG00000116016,4015.302352,-2.928161058,0.590183274,-4.961443654,7.00E-07,1.43E-05
ENSG00000135631,1043.163733,-3.10862567,0.424776854,-7.318255786,2.51E-13,2.59E-11
ENSG00000075340,161.6403043,2.473347449,0.576812234,4.287959417,1.80E-05,0.00021854
ENSG00000176407,1170.642797,-1.354264475,0.338578941,-3.999848514,6.34E-05,0.000603923
ENSG00000214513,2.287548487,4.595700606,1.926794561,2.385153404,0.017072001,0.045779422
ENSG00000115364,856.0752197,1.332185841,0.296100445,4.499101116,6.82E-06,9.82E-05
ENSG00000163586,4.013749227,5.859469256,1.602584033,3.656263344,0.000255918,0.00183962
ENSG00000231172,8.413386155,5.491721339,1.558205767,3.524387764,0.000424463,0.00273391
ENSG00000279791,2.799527483,4.945241152,1.648407429,3.000011445,0.002699695,0.011429883
ENSG00000234429,4.927012335,6.370874656,1.493932069,4.264500903,2.00E-05,0.000237959
ENSG00000281195,118.6020977,2.314823104,0.524998866,4.409196384,1.04E-05,0.000137725
ENSG00000121152,208.1274124,2.42303188,0.536009064,4.52050542,6.17E-06,9.04E-05
ENSG00000287640,2.602216405,5.557692214,1.799628037,3.08824496,0.002013424,0.009106377
ENSG00000224875,11.81973043,2.581914278,0.97008144,2.661543837,0.007778321,0.025378597
ENSG00000172023,3.676540257,5.908327678,1.557033078,3.794606398,0.000147878,0.0011933
ENSG00000152284,392.211714,-2.914598562,0.512189598,-5.690468091,1.27E-08,4.33E-07
ENSG00000233891,8.121653481,6.265348797,1.367643237,4.58112805,4.62E-06,7.08E-05
ENSG00000230477,1.979714825,5.010179779,1.835167574,2.73009389,0.006331629,0.021748459
ENSG00000273445,10.65333379,3.047937492,1.127675261,2.702850366,0.006874769,0.023122412
ENSG00000115353,100.2107178,-1.595221925,0.628764132,-2.537075265,0.011178292,0.033327575
ENSG00000157884,4.072410382,5.281779419,1.529826642,3.452534605,0.000555346,0.003377963
ENSG00000214602,2.129044212,5.219971617,1.773010781,2.944128527,0.003238655,0.013110756
ENSG00000119801,1572.131378,-1.364199661,0.351265204,-3.883674343,0.00010289,0.00089174
ENSG00000236969,2.40469501,5.099488076,2.027734937,2.51486917,0.011907656,0.034916874
ENSG00000233716,7.267081799,5.009156685,1.517015283,3.301981688,0.000960043,0.005136945
ENSG00000229494,4.255773736,5.943825259,1.712313832,3.471224227,0.000518091,0.00320453
ENSG00000071082,4581.594714,-2.379865545,0.449463434,-5.294903577,1.19E-07,3.10E-06
ENSG00000232046,5.882006196,2.853842645,1.048072942,2.722942776,0.006470326,0.022098182
ENSG00000237992,4.706601835,4.634521637,1.340076702,3.458400276,0.000543393,0.003320252
ENSG00000172086,457.2914334,1.211939984,0.361239327,3.354950284,0.000793792,0.004436492
ENSG00000184731,267.7854612,-3.245424832,0.957946484,-3.387897851,0.000704305,0.004056765
ENSG00000260840,3.362420593,5.376904525,1.816193359,2.960535285,0.003071049,0.012606291
ENSG00000115507,19.18491913,2.492257333,0.806169708,3.091479757,0.001991616,0.009030213
ENSG00000171094,43.26502038,4.324550803,0.631014417,6.853331218,7.21E-12,5.38E-10
ENSG00000163235,266.1476091,-1.661276804,0.494316037,-3.36075846,0.000777288,0.004368781
ENSG00000163121,32.12005894,-1.898855846,0.719866923,-2.637787326,0.00834489,0.026723082
ENSG00000204929,16.82728329,2.760752562,0.752608975,3.668242946,0.000244223,0.001773545
ENSG00000135638,11.73849859,3.318927581,0.975064406,3.403803442,0.000664546,0.003874199
ENSG00000224173,3.288504807,4.284518506,1.608786028,2.663199724,0.007740146,0.025284315
ENSG00000214429,8.804037965,7.021258519,1.725173298,4.069885923,4.70E-05,0.000473876
ENSG00000287165,2.858460905,5.556362203,1.605031522,3.461839924,0.000536496,0.003291581
ENSG00000224679,9.538926181,4.899081731,1.798200019,2.72443648,0.006441132,0.022027668
ENSG00000125538,202.2583535,-2.85959892,0.666047576,-4.293385371,1.76E-05,0.00021401
ENSG00000233955,2.078373203,5.209451738,1.787172605,2.914912484,0.003557883,0.014081953
ENSG00000234169,1.973173035,4.56071368,1.77145153,2.574563065,0.010036679,0.0307711
ENSG00000223703,3.864219152,3.699045241,1.212559367,3.050609596,0.002283773,0.010055136
ENSG00000227157,2.48587259,5.288974397,1.779608985,2.97198679,0.002958794,0.012241098
ENSG00000150551,14.72329465,1.86327324,0.718672513,2.592659671,0.009523696,0.029580212
ENSG00000278131,4.087060148,3.560011085,1.415978035,2.514171122,0.011931253,0.034968893
ENSG00000280228,8.290048141,6.090996225,1.413430193,4.309371808,1.64E-05,0.00020211
ENSG00000158050,283.8214788,-3.61777811,0.475849751,-7.602773986,2.90E-14,3.54E-12
ENSG00000223549,6.544114684,2.652848681,0.996571353,2.661975657,0.00776835,0.025350692
ENSG00000229173,4.032572031,5.00375314,1.595760432,3.13565435,0.001714712,0.008039815
ENSG00000283031,10.70675171,2.597026926,0.89464821,2.902847059,0.003697872,0.014496018
ENSG00000236397,4.679233523,4.421098243,1.574834257,2.807341931,0.004995219,0.018229452
ENSG00000205086,5.576887655,3.053826417,1.048668304,2.912099475,0.003590083,0.014171826
ENSG00000234177,6.023842838,4.90951163,1.289934941,3.806014919,0.000141224,0.001151333
ENSG00000232474,6.616387553,5.727740508,1.449754467,3.950834876,7.79E-05,0.000713266
ENSG00000228876,4.16845596,5.849857828,1.584937306,3.690908028,0.000223455,0.001657866
ENSG00000227497,1.96195036,5.151332057,1.86031839,2.769059364,0.005621839,0.019852274
ENSG00000286218,4.341644612,6.355710806,1.50808867,4.214414531,2.50E-05,0.000284375
ENSG00000286737,2.954626991,4.284984707,1.627667676,2.632591881,0.00847361,0.027048255
ENSG00000226479,495.5574506,-1.555142717,0.289124921,-5.378791671,7.50E-08,2.05E-06
ENSG00000235774,1.50469752,4.565662238,1.948047313,2.343712192,0.019092898,0.049758909
ENSG00000198142,556.4620787,-2.113832773,0.386214422,-5.473210357,4.42E-08,1.30E-06
ENSG00000071051,643.5110884,-1.401764696,0.425001193,-3.298260611,0.000972858,0.005190894
ENSG00000232992,1.841939022,5.270398908,2.033957591,2.591203933,0.00956408,0.029662063
ENSG00000157856,10.968309,2.766362934,0.780014467,3.546553369,0.000390306,0.002557576
ENSG00000236977,42.67568877,7.653899613,1.370444715,5.584975102,2.34E-08,7.42E-07
ENSG00000115641,1598.052145,-3.573927096,0.723893246,-4.937091366,7.93E-07,1.59E-05
ENSG00000287670,9.777740838,2.544648388,1.055046843,2.411881903,0.015870421,0.043335746
ENSG00000144028,3418.464937,-1.089263591,0.245216334,-4.442051532,8.91E-06,0.00012152
ENSG00000213222,47.25253175,1.771966358,0.485188507,3.652119396,0.000260085,0.001859974
ENSG00000230482,6.749463689,5.206615059,1.651361146,3.152923315,0.001616443,0.007687712
ENSG00000236255,51.00037238,-1.474325004,0.412159229,-3.577076286,0.000347459,0.002330516
ENSG00000235522,25.7590219,3.736001772,0.824423074,4.531656004,5.85E-06,8.65E-05
ENSG00000144120,77.38295602,1.848869061,0.399734376,4.625244093,3.74E-06,5.92E-05
ENSG00000144278,33.01066993,3.79633979,0.73351254,5.175562219,2.27E-07,5.38E-06
ENSG00000229867,18.93826507,3.944419962,0.956775431,4.122618363,3.75E-05,0.000394603
ENSG00000286679,9.811706533,7.264210939,1.468644732,4.946200249,7.57E-07,1.53E-05
ENSG00000236780,9.418526718,2.917997333,0.84442375,3.455607841,0.000549054,0.003345069
ENSG00000287871,1.571693468,4.863457386,1.898118658,2.562251504,0.010399598,0.031589506
ENSG00000230251,1.90031387,5.269550168,1.748921331,3.013028702,0.002586545,0.01106968
ENSG00000228016,8.727116752,6.24817285,1.399455761,4.46471623,8.02E-06,0.000111822
ENSG00000231266,1.470175677,4.850319243,2.007358918,2.416269059,0.01568047,0.042923617
ENSG00000152127,1414.857372,1.194149361,0.501113074,2.382993824,0.017172482,0.045981024
ENSG00000273118,2.807549493,4.118742325,1.630561124,2.525966224,0.011538057,0.034115498
ENSG00000224675,2.685065027,5.504354553,1.72044807,3.19937268,0.00137727,0.006788902
ENSG00000187957,53.39600015,2.536674567,0.953276566,2.6610059,0.007790759,0.02540085
ENSG00000232034,24.394023,2.948372866,0.969285779,3.041799363,0.002351686,0.010294107
